id,frame,q,a,eq,ea
593,20,을사늑약의 주요 내용은 무엇인가요?,"외교권의 박탈과 통감부의 설치, 통감의 파견이네",What is the main content of the Eulsaneugyak Treaty?,"Deprivation of diplomatic right, the establishment of the Residency-General, and dispatch of the Minister of the Residency-General."
594,39,을사늑약에서 외교권의 박탈이 의미하는 바가 뭐예요?,더 이상 외국과의 외교에서 대한제국이라는 이름을 쓸수 없는 것이지. 일본의 중재 없이는 외교활동을 아예 할수 없게 된거네,What does the deprivation of the diplomatic right mean under the Eulsa Treaty?,We could no longer use the Korean Empire’s name in diplomacy with foreign countries and engage in diplomatic activities without Japanese mediation. 
595,30,통감부는 무엇인가요?,"외교뿐만 아니라 내정 면에서까지도 우리 정부에 직접 명령, 집행하게 하는 권한을 가진 곳이네, 사실상 최고 통치기관이지",What is the Japanese Residency-General in Korea?,It is the highest governing body with the authority to issue orders to the Korean government in diplomacy and internal affairs.
596,27,통감은 누구인가요?,"통감부의 최고책임자로 정치, 외교, 군사 활동을 감독 감시하는 직책이라네",Who is the Minister of the Residency-General?,"He is the Japanese Residency-General chief executive officer and supervises and monitors political, diplomatic, and military activities."
597,44,초대 통감으로 누가 부임했나요?,이토 히로부미네,Who was appointed as the Minister of the Japanese Residency-General?,It was Ito Hirobumi.
598,43,을사늑약에 반대하는 사람들도 있었나요?,"짐부터 시작해서 많은 이들이 저항을 했네, 짐에게 을사오적을 처단하라는 상소를 올리거나 자결을 한자도 있었고….",Did some people oppose the Eulsaneugyak Treaty?,"Many people resisted it, including me. Some appealed to me, and some even committed suicide while asking to punish five treacherous ministers who signed the Eulsa Treaty."
599,22,을사오적은 누구인가요?,"이완용, 이지용, 박제순, 이지용, 이근택 이네",Who are the five treacherous ministers who signed the Eulsaneugyak Treaty?,"Lee Wan-yong, Lee Ji-yong, Park Je-sun, and Lee Geun-taek."
600,31,이완용은 친러파 아니였어요?,과거에는 그랬을 것이나 을사늑약 체결 과정에서 일본편에 서있고 나중에는 일본의 귀족도 되더군…,Wasn’t Lee Wan-yong one of the pro- Russians group?,"In the past, he was, but he stood on the side of Japan in the process of concluding Eulsaneugyak Treaty and later became an aristocrat of Japan."
601,38,을사오적을 처단할 것을 주장한 상소를 올린 인물은 누구인가요?,"조병세, 이상설, 안병찬, 이근명 등이네",Who appealed to penalize the five treacherous ministers who signed the Eulsaneugyak Treaty?,"They are Cho Byeong-se, Lee Sang-seol, Ahn Byeong-chan, Lee Geun-myeong, etc."
602,20,을사늑약에 저항해 자결을 한 자는 누구인가요?,민영환과 조병세이네,Who committed suicide to show resistance to the Eulsaneugyak Treaty?,They are Min Yeongh-wan and Cho Byeong-se.
603,25,을사늑약에 강제 체결된 장소는 어디에요?,덕수궁 중명전이라네,Where was the Eulsaneugyak Treaty forcibly signed?,It was signed in Jungmyeongjeon in Deoksugung Palace.
604,21,을사늑약 체결에 폐하도 동의를 했나요?,그럴리가 있겠는가?!!! 짐은 끝까지 옥쇄를 찍지 않았다네,Did your Majesty agree to sign the Eulsaneugyak Treaty?,Absolutely not!!! I did not stamp the Royal seal to the last.
605,29,을사늑약에 대한 부당함을 알리기 위해 폐하는 어떤 일을 하셨나요?,대한매일신보에 친서를 발표해서 짐이 옥쇄를 찍지 않았음을 발표했네,What did your Majesty do to inform the injustice of the Eulsaneugyak Treaty?,I announced that I did not stamp my royal seal on the treaty by publishing my personally handwritten letter in Daehan Maeil Newspaper. 
606,38,을사늑약 체결 당시 분위기는 어땠어요?,무장을 한 일본군이 경계를 서고 회의장 안까지 무장군인과 헌병이 지키고 서 있었으니….,What was the situation like when the Eulsaneugyak Treaty was signed?,"Armed Japanese troops stood on the lookout, and even armed soldiers and military police stood guarding inside the conference hall."
607,29,을사늑약 체결장소에 참석한 인물은 누구인가요?,"한규설, 민영기, 이하영, 이완용, 이근택, 이지영, 박제순, 권중현이네",Who was present at the place where the Eulsaneugyak Treaty was signed?,"There were Han Gyu-seol, Min yeong-gi, Lee Ha-young, Lee Wan-yong, Lee Geun-taek, Lee Ji-young, Park Je-sun, and Kwon Jung-hyun."
608,19,을사늑약에 반대한 인물은 누구인가요?,"한규설과 민영기라네, 특히 한규설은 짐에게  회의의 결정을 알리러 오다가 격분해 쓰러지기까지 했지…",Who stood against the Eulsaneugyak Treaty?,"There were Han Gyu-seol and Min Young-gi. In particular, Han Gyu-seol even collapsed in rage while coming to inform me of the conference result."
609,24,을사늑약에 대한 반대 의사를 누구에게 전달하셨나요?,"미국에 체재중인 황실고문 헐버트(Hulburt, H. B.)에게 “짐은 총칼의 위협과 강요 아래 최근 양국 사이에 체결된 이른바 보호조약이 무효임을 선언한다. 짐은 이에 동의한 적도 없고 금후에도 결코 아니할 것이다' 라고 하였네",To whom did you communicate your opposition against the Eulsaneugyak Treaty?  ,"To Hulburt, an adviser of the imperial family, who was staying in the United States, I wrote: “I declare that the so-called protectorate treaty recently signed between the two countries under the threat and coercion of bayonet invalid. I have never agreed to it, and I will never do so in the future.”"
610,33,을사늑약에 반대 뜻을 밝힌 외국인도 있나요?,"헐버트와 같은 미국인이나, 청국인 반종례 심지어 일본인인 니시자카도 투신자결로 조약 반대 의사를 천명했더군",Were there any foreigners who expressed opposition to the Eulsaneugyak Treaty?,"Americans like Hulbert, Ban Jong-rye of Qing, and even Nishizaka of Japan declared opposition to the treaty by committing suicide."
611,29,시일야방성대곡의 뜻이 뭔가요?,이날 소리내어 목놓아 우노라,What is the meaning of Siiryabangseongdaegok?,It means today we cry out in lamentation.
612,27,시일야방성대대국을 쓴 사람은 누구인가요?,황성신문의 주필 장지연이네,"Who is the writer of Siiryabangseongdaegok (""Today we cry out in lamentation"")?","It is Jang Ji-yeon, the chief editor of Hwangseong Newspaper."
613,51,을사오적을 가만히 나둬요?! ,나철과 오기호 등이 을사오적을 처단하기 위해 '자신회' 혹은 '오적암살단'을 조직했다고 하더군,Were the five treacherous ministers who signed the Eulsa Treaty not punished? ,"Na Cheol and Oh Gi-ho, and others organized the ‘Jasinhoe group’ and the ‘assassination team’ to execute the five traitors."
614,30,일진회가 무엇인가요?,"일본이 송병준, 이용구 등으로 하여금 조직한 친일매국단체라네..",What is Iljinhoe?,"It is a pro-Japanese traitor group organized by Japan using Song Byeong-jun and Lee Yong-gu, and so forth."
615,33,헐버트는 어떤 사람인가요?,"겉은 미국인이지만 속은 조선인인 사람이네, 처음에 육영공원의 외국인 교사로 왔지만 짐을 많이 도와준 사람이네",Who is Hulbert?,"He is an American on the outside but a Korean on the inside. At first, he came as a foreign teacher of Yukyeonggongwon school, but he helped me a lot."
616,30,헐버트가 을사늑약의 무당함을 알리기 위해 무엇을 했나요?,짐의 밀서를 휴대하고 미국으로 돌아가 호소를 했으나 성공하지 못했다고 하더군 그 외에도 각종 저서에도 을사늑약의 부당함을 알려주려 노력했다더군,What did Hulbert do to expose the injustice of the Eulsaneugyak Treaty?,"He took my confidential letter and went back to the United States to appeal, but he failed. In addition to that, he tried to reveal the injustice of the Eulsa Treaty in his various writings."
617,24,헤이그에 특사를 왜 보낸거에요?,"을사늑약은 짐이 허락하지 않았네, 무효지! 다만 나라에 힘이 없으니 힘있는 열강에게 도움을 청하려 했던것이네",Why did you send a special envoy to the Hague?,"The Eulsa Treaty is invalid because I have never approved it! However, I tried to ask for help from the world powers since our country had no ability to resist it. "
618,32,만국평화회의가 열린다는 사실을 어떻게 아셨어요?,1906년 6월 러시아 황제로부터 제2회 만국 평화회의가 열린다는 초청장을 받고 알았지,How did you know that the International Peace Conference was held?,I came to know it upon receiving an invitation to the Second International Peace Conference from the Russian emperor on June 1906.
619,25,만국평화회의는 어디서 열린거에요?,네덜란드의 헤이그에서 열렸다네,Where was the International Peace Conference held?,"In the Hague, Netherlands."
620,26,헤이그특사는 언제 보내신거에요?,1907년 6월이네,When did you send the special envoy to Hague?,On June 1907.
621,24,헤이그특사로 누굴 보낸거에요?,"이상설, 이준, 이위종을 파견했네",Who did you send as the Hague envoy?,"I sent Lee Sang-seol, Lee Jun, and Lee Wi-jong."
622,35,헤이그특사는 왜 실패했어요?,일본이 미리 알고 헤이그특사를 회의장으로도 참석하지 못하게 손을 썼더군,Why did the Hague envoy fail?,Japan knew it in advance and took measures to prevent the Hague envoys from entering the conference hall.
623,27,헤이그 특사는 어떻게 되었나요?,이준은 헤이그땅에서 순국하고 이상설은 고국에 돌아오지 못하게 일본이 조치를 취했더군….,What happened to the Hague envoy?,"Lee Jun passed away in the Hague, and the Japanese took measures to prevent Lee Sang-seol from returning to his home country."
